Technical_skills,tech_or_not
mq,0
stomp,0
api ecosystem,0
devops,0
api customers,0
architects,0
world class apis,0
typescript,0
node js,0
e g api gateway,0
lambda,0
cloudwatch iam,0
cloudformation,0
sqs,0
oauth openid,0
sql,0
nosql,0
api management solutions,0
aws api gateway mulesoft api,0
scrum,0
fluent english,0
truffle suite,0
erc,0
ec,0
auditing,0
popular consensus algorithms,0
defi,0
metaverse,0
nft marketplace,0
crypto wallets,0
metamask,0
the defi space,0
swaps,0
liquidity pools,0
borrowing,0
lending,0
yield farming,0
impermanent loss,0
angular,0
abovefor,0
both relational oracle,0
memsql,0
no sql mongodb,0
cassandra,0
kafka,0
rabbit mq,0
python,0
moderate supervision,0
enhancements,0
the field s concepts,0
cse,0
ece,0
eee,0
,0
devops principles,0
adherence,0
sonarqube,0
high velocity,0
bachelor,0
object oriented analysis,0
core java,0
java enterprise edition,0
e g ejb,0
jms,0
jpa,0
mdb,0
jax rs,0
hibernate,0
applicationsperformance,0
devops,0
familiarity,0
alternatives approaches,0
various stakeholders,0
ordinate,0
python,0
python libraries,0
pandas,0
numpy experience,0
kafka aws,0
elasticsearch,0
tight deadlines,0
accountability,0
full stack developer,0
our enthusiastic team,0
c net proficiency,0
sql server,0
design architectural patterns,0
object oriented programming,0
mvc,0
asp net mvc,0
entity framework,0
ado net,0
web api,0
entity framework core,0
html,0
css,0
jquery basic understanding,0
common language runtime,0
clr,0
weaknesses,0
tfvc,0
git,0
desired characteristics,0
analytical,0
an individual contributor,0
effort estimations,0
test specifications,0
python,0
capl,0
vb,0
scala,0
embedded c c,0
matlab,0
simulink,0
cro spectrum analyze,0
python,0
capl,0
good grasp,0
dspace vector,0
python,0
perl,0
vb net,0
canoe,0
canalyzer,0
canape,0
inca,0
base t,0
base t,0
tpt,0
evolving tools technologies,0
lin,0
uds,0
diop,0
udpnm,0
bachelors masters,0
electronics electrical computer,0
matlab,0
simulink,0
stateflow,0
automotive mcu,0
vcu,0
bms,0
obc,0
adas,0
hitech,0
good grasp,0
dspace vector,0
python,0
perl,0
vb net,0
capl,0
canoe,0
canalyzer,0
canape,0
inca,0
tpt,0
lin,0
uds,0
dio,0
udpnm,0
unit level test methodology understanding,0
ecu control software,0
mil,0
sil,0
evolving tools technologies,0
reliability,0
our elt jobs,0
pipelines,0
logical well architected solutions,0
clear communicator,0
bachelor s degree,0
strong coding ability,0
frontend development,0
algorithms,0
jvm languages,0
java scala,0
git,0
remediation,0
secure coding,0
authentication,0
cryptography,0
rust,0
python,0
nodejs,0
openshift,0
rancher,0
k s,0
aws,0
gcp,0
azure,0
running assessments,0
owasp masvs,0
asvs,0
i e owasp top,0
fuzzers,0
problem solving,0
ci cd,0
fintech,0
scalability,0
mentor people,0
scala,0
,0
hadoop,0
sql,0
algorithms,0
payout methods,0
spark,0
etls,0
kafka,0
git lab,0
continuous integration,0
kubernetes,0
puppet,0
large scale distributed designs,0
sanfrancisco,0
sanjose losangeles,0
sandiego,0
oakland,0
newyork,0
dallas houston austin seattle mexico,0
perth,0
shenzhen prague,0
brno,0
ostrava,0
estonia,0
paris hongkong,0
bali,0
bandung,0
hamburg,0
stuttgart,0
cologne,0
frankfurt,0
tokyo osaka,0
manila,0
poland warsaw krakow bucharest russia,0
capetown johannesburg,0
korea seoul,0
stockholm,0
zurich,0
bangkok chiangmai phuket,0
hanoi,0
,0
karachi,0
macedonia,0
it eng,0
bachelor s degree,0
strong coding ability,0
frontend development,0
algorithms,0
jvm languages,0
java scala,0
git,0
remediation,0
secure coding,0
authentication,0
cryptography,0
rust,0
python,0
nodejs,0
openshift,0
rancher,0
k s,0
aws,0
gcp,0
azure,0
running assessments,0
owasp masvs,0
asvs,0
i e owasp top,0
fuzzers,0
problem solving,0
bachelor s degree,0
strong coding ability,0
frontend development,0
algorithms,0
jvm languages,0
java scala,0
git,0
ci cd,0
fintech,0
scalability,0
mentor people,0
scala,0
,0
hadoop,0
sql,0
algorithms,0
payout methods,0
spark,0
etls,0
kafka,0
git lab,0
continuous integration,0
kubernetes,0
puppet,0
large scale distributed designs,0
sanfrancisco,0
sanjose losangeles,0
sandiego,0
oakland,0
newyork,0
dallas houston austin seattle mexico,0
perth,0
shenzhen prague,0
brno,0
ostrava,0
estonia,0
paris hongkong,0
bali,0
bandung,0
hamburg,0
stuttgart,0
cologne,0
frankfurt,0
tokyo osaka,0
manila,0
poland warsaw krakow bucharest russia,0
capetown johannesburg,0
korea seoul,0
stockholm,0
zurich,0
bangkok chiangmai phuket,0
hanoi,0
,0
karachi,0
macedonia,0
it eng,0
ci cd,0
fintech,0
scalability,0
mentor people,0
scala,0
,0
hadoop,0
sql,0
algorithms,0
payout methods,0
spark,0
etls,0
kafka,0
git lab,0
continuous integration,0
kubernetes,0
puppet,0
large scale distributed designs,0
sanfrancisco,0
sanjose losangeles,0
sandiego,0
oakland,0
newyork,0
dallas houston austin seattle mexico,0
perth,0
shenzhen prague,0
brno,0
ostrava,0
estonia,0
paris hongkong,0
bali,0
bandung,0
hamburg,0
stuttgart,0
cologne,0
frankfurt,0
tokyo osaka,0
manila,0
poland warsaw krakow bucharest russia,0
capetown johannesburg,0
korea seoul,0
stockholm,0
zurich,0
bangkok chiangmai phuket,0
hanoi,0
,0
karachi,0
macedonia,0
it eng,0
ci cd,0
fintech,0
scalability,0
mentor people,0
scala,0
,0
hadoop,0
sql,0
algorithms,0
payout methods,0
spark,0
etls,0
kafka,0
git lab,0
continuous integration,0
kubernetes,0
puppet,0
large scale distributed designs,0
sanfrancisco,0
sanjose losangeles,0
sandiego,0
oakland,0
newyork,0
dallas houston austin seattle mexico,0
perth,0
shenzhen prague,0
brno,0
ostrava,0
estonia,0
paris hongkong,0
bali,0
bandung,0
hamburg,0
stuttgart,0
cologne,0
frankfurt,0
tokyo osaka,0
manila,0
poland warsaw krakow bucharest russia,0
capetown johannesburg,0
korea seoul,0
stockholm,0
zurich,0
bangkok chiangmai phuket,0
hanoi,0
,0
karachi,0
macedonia,0
it eng,0
scalability,0
the cryptic nature,0
cryptocurrencies,0
angular,0
typescript,0
varying levels,0
qualifications,0
javascript,0
typescript,0
php,0
nodejs,0
nextjs,0
aws,0
gcp,0
azure experience managing,0
cryptocurrencies,0
web,0
blockchains,0
scalability,0
reliability,0
proficiency,0
git,0
ci cd pipelines,0
crypto nodes,0
ethereum,0
mentor,0
ts,0
graphql,0
angular,0
vuejs,0
quantitative field,0
m s,0
git flow,0
excellent html css skills,0
scala,0
nodejs,0
python,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
couchbase,0
elasticsearch,0
redis,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
ci cd solutions,0
object oriented javascript,0
typescript,0
solid principals,0
tdd,0
localization,0
scalability,0
debug,0
scala,0
python,0
any functional oo languages,0
scala,0
protocols formats,0
test driven methodologies,0
spark,0
scalability,0
debug,0
scala,0
python,0
any functional oo languages,0
scala,0
protocols formats,0
test driven methodologies,0
spark,0
scalability,0
debug,0
scala,0
python,0
any functional oo languages,0
scala,0
protocols formats,0
test driven methodologies,0
spark,0
algorithms,0
actionable insights,0
ai ml dl,0
proficiency,0
significant proficiency,0
sql,0
python,0
pyspark,0
scala,0
interpersonal skills,0
msc,0
nlp,0
spark hadoop,0
ota,0
algorithms,0
actionable insights,0
ai ml dl,0
proficiency,0
significant proficiency,0
sql,0
python,0
pyspark,0
scala,0
interpersonal skills,0
msc,0
nlp,0
spark hadoop,0
ota,0
algorithms,0
actionable insights,0
ai ml dl,0
proficiency,0
significant proficiency,0
sql,0
python,0
pyspark,0
scala,0
interpersonal skills,0
msc,0
nlp,0
spark hadoop,0
ota,0
algorithms,0
actionable insights,0
ai ml dl,0
proficiency,0
significant proficiency,0
sql,0
python,0
pyspark,0
scala,0
interpersonal skills,0
msc,0
nlp,0
spark hadoop,0
ota,0
javascript,0
typescript,0
your strengths,0
stakeholders,0
javascript,0
nodejs,0
reactjs,0
git,0
scrum ceremonies,0
ux,0
the eax organization,0
kotlin java,0
quantitative field,0
mentor,0
kotlin,0
javascript,0
scala,0
,0
agile analytics,0
git flow,0
problem solving skills,0
localization,0
api,0
graphql,0
b s,0
quantitative field,0
m s,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
solid principals,0
tdd,0
agile analytics,0
problem solving skills,0
localization,0
presentations,0
mentoring sessions,0
advanced swift ios,0
quantitative field,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
mvp,0
solid principals,0
tdd,0
databases,0
load balancing,0
agility,0
leanness,0
automation,0
ci cd,0
localization,0
mentor,0
ts,0
graphql,0
angular,0
vuejs,0
b s,0
quantitative field,0
m s,0
git flow,0
excellent html css skills,0
scala,0
nodejs,0
python,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
couchbase,0
elasticsearch,0
redis,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
ci cd solutions,0
object oriented javascript,0
typescript,0
solid principals,0
tdd,0
localization,0
graphql,0
mentor,0
angular,0
vuejs,0
b s,0
quantitative field,0
m s,0
trunk based development,0
excellent html css skills,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
cassandra,0
elasticsearch,0
redis,0
dynamodb,0
kafka,0
rabbitmq,0
sqs,0
azure service bus,0
containers,0
dockerization,0
k s,0
ci cd solutions,0
localization,0
api,0
graphql,0
b s,0
quantitative field,0
m s,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
solid principals,0
tdd,0
agile analytics,0
problem solving skills,0
localization,0
api,0
graphql,0
b s,0
quantitative field,0
m s,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
solid principals,0
tdd,0
agile analytics,0
problem solving skills,0
localization,0
mentor,0
ts,0
graphql,0
angular,0
vuejs,0
b s,0
quantitative field,0
m s,0
git flow,0
excellent html css skills,0
scala,0
nodejs,0
python,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
couchbase,0
elasticsearch,0
redis,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
ci cd solutions,0
object oriented javascript,0
typescript,0
solid principals,0
tdd,0
localization,0
mentor,0
ts,0
graphql,0
angular,0
vuejs,0
quantitative field,0
m s,0
git flow,0
excellent html css skills,0
scala,0
nodejs,0
python,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
couchbase,0
elasticsearch,0
redis,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
ci cd solutions,0
object oriented javascript,0
typescript,0
solid principals,0
tdd,0
localization,0
ci cd,0
scalability,0
scala,0
sql,0
cassandra,0
hadoop,0
algorithms,0
strong coding ability,0
git,0
teamcity,0
continuous integration,0
puppet,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
spark,0
hadoop,0
nosql,0
cassandra mongodb,0
presentations,0
mentoring sessions,0
advanced swift ios,0
quantitative field,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
mvp,0
solid principals,0
tdd,0
databases,0
load balancing,0
agility,0
leanness,0
automation,0
ci cd,0
localization,0
presentations,0
mentoring sessions,0
kotlin java,0
quantitative field,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
mvp,0
solid principals,0
tdd,0
databases,0
load balancing,0
agility,0
leanness,0
automation,0
ci cd,0
localization,0
scalability,0
debug,0
scala,0
python,0
any functional oo languages,0
scala,0
protocols formats,0
test driven methodologies,0
spark,0
ci cd,0
scalability,0
scala,0
sql,0
cassandra,0
hadoop,0
algorithms,0
strong coding ability,0
git,0
teamcity,0
continuous integration,0
puppet,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
spark,0
hadoop,0
nosql,0
cassandra mongodb,0
bachelor s degree,0
strong coding ability,0
willingness,0
javascript scala spark kafka,0
algorithms,0
javascript client,0
jvm languages,0
java scala,0
lambda architectures,0
git,0
scalability,0
ml models,0
productization,0
scala,0
python,0
adherence,0
experimentation,0
apache spark,0
tensorflow,0
caffe,0
torch,0
theano,0
scikit learn,0
ci cd,0
scalability,0
scala,0
sql,0
cassandra,0
hadoop,0
algorithms,0
strong coding ability,0
git,0
teamcity,0
continuous integration,0
puppet,0
kafka,0
rabbitmq,0
activemq,0
msmq,0
spark,0
hadoop,0
nosql,0
cassandra mongodb,0
scala,0
scala,0
sql server,0
oracle,0
mysql,0
scala clojure,0
sql server,0
oracle,0
mysql,0
bachelor s degree,0
strong coding ability,0
frontend development,0
willingness,0
javascript,0
reactjs scala spark kafka,0
algorithms,0
javascript client,0
jvm languages,0
java scala,0
lambda architectures,0
git,0
presentations,0
mentoring sessions,0
kotlin java,0
quantitative field,0
mentor,0
ios android web,0
kotlin,0
javascript,0
scala,0
,0
mvvm,0
mvp,0
solid principals,0
tdd,0
databases,0
load balancing,0
agility,0
leanness,0
automation,0
ci cd,0
localization,0
graphql,0
mentor,0
angular,0
vuejs,0
b s,0
quantitative field,0
m s,0
trunk based development,0
excellent html css skills,0
object oriented javascript,0
typescript,0
problem solving skills,0
failures,0
cassandra,0
elasticsearch,0
redis,0
dynamodb,0
kafka,0
rabbitmq,0
sqs,0
azure service bus,0
containers,0
dockerization,0
k s,0
ci cd solutions,0
localization,0
bachelor s degree,0
